TotalPurchase,CustomerAge,CustomerBday,FirstOrderMonths,FirstOrderDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
801.9700,27,1994-07-10,129,2017-12-16,M,25001-50000,F,0,High School,Skilled Manual,1,2
422.4800,45,1976-06-06,129,2017-12-15,M,25001-50000,M,4,Graduate Degree,Clerical,1,0
2443.3525,37,1984-10-25,129,2017-12-15,M,75001-100000,F,1,Graduate Degree,Management,0,0
4699.0275,57,1965-03-20,129,2017-12-15,M,greater than 100000,M,4,High School,Management,1,2
334.9736,38,1983-11-08,129,2017-12-15,S,50001-75000,F,0,"Bachelors ",Professional,0,1
1407.0850,32,1989-04-08,129,2017-12-15,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,0
1328.5450,64,1957-06-02,129,2017-12-14,M,50001-75000,M,5,"Bachelors ",Management,1,2
543.9900,55,1966-05-06,129,2017-12-14,M,0-25000,F,2,Partial High School,Clerical,1,2
451.5950,45,1976-08-01,129,2017-12-14,S,50001-75000,F,1,Partial College,Skilled Manual,0,1
713.3800,46,1976-02-02,129,2017-12-14,S,50001-75000,F,1,Partial College,Skilled Manual,0,1
1303.5450,49,1972-08-13,129,2017-12-14,M,greater than 100000,F,2,High School,Professional,1,4
1120.4900,46,1975-05-12,129,2017-12-14,S,0-25000,M,1,Partial College,Manual,0,0
1594.5950,41,1980-11-15,129,2017-12-14,S,25001-50000,M,2,Partial College,Clerical,1,1
1647.0000,39,1982-09-03,129,2017-12-14,S,0-25000,M,1,Partial College,Manual,0,1
1126.5200,54,1968-01-25,129,2017-12-14,M,25001-50000,M,2,Partial College,Skilled Manual,1,2
2349.0818,41,1980-11-22,129,2017-12-14,M,greater than 100000,M,2,"Bachelors ",Management,1,3
0.0000,42,1979-06-18,129,2017-12-14,S,0-25000,F,3,Partial High School,Manual,1,2
526.9775,41,1980-09-04,129,2017-12-14,S,0-25000,M,2,High School,Manual,1,1
1863.3800,53,1968-06-13,129,2017-12-14,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,1
4747.0404,41,1980-08-02,129,2017-12-14,M,75001-100000,F,0,"Bachelors ",Professional,1,1
1574.2900,52,1969-08-01,129,2017-12-14,S,75001-100000,F,2,Partial High School,Skilled Manual,1,2
713.3618,39,1982-09-05,129,2017-12-14,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
1700.9900,37,1984-07-26,129,2017-12-13,S,0-25000,F,2,High School,Manual,1,1
2181.5650,37,1984-07-18,129,2017-12-13,M,75001-100000,M,1,Graduate Degree,Management,1,0
4711.7575,45,1977-02-02,129,2017-12-13,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,1
64.0782,53,1968-05-03,129,2017-12-13,M,greater than 100000,F,0,"Bachelors ",Management,0,3
1700.9925,79,1943-03-03,129,2017-12-13,M,75001-100000,M,5,Graduate Degree,Management,0,1
2448.3375,39,1983-02-18,129,2017-12-13,S,50001-75000,F,0,"Bachelors ",Professional,1,1
4793.5218,59,1963-02-23,129,2017-12-13,S,greater than 100000,M,3,High School,Management,0,4
2443.3500,46,1975-10-08,129,2017-12-13,S,50001-75000,M,1,Partial College,Skilled Manual,0,1
1000.4350,37,1985-02-20,129,2017-12-13,S,75001-100000,M,0,"Bachelors ",Professional,0,4
1319.5550,63,1958-05-17,129,2017-12-13,S,greater than 100000,F,2,Graduate Degree,Management,0,2
2642.6308,41,1980-11-10,129,2017-12-13,S,50001-75000,F,0,"Bachelors ",Professional,0,1
738.3518,49,1972-07-19,129,2017-12-13,M,50001-75000,F,2,High School,Professional,1,2
702.3404,46,1975-10-12,129,2017-12-12,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
32.6000,27,1994-08-27,129,2017-12-12,S,25001-50000,M,3,Partial College,Clerical,1,1
2546.4650,62,1960-02-19,129,2017-12-12,M,greater than 100000,F,4,Partial College,Professional,1,4
2369.0718,47,1974-06-24,129,2017-12-12,S,50001-75000,F,1,Graduate Degree,Professional,0,1
1309.5350,56,1965-06-26,129,2017-12-12,M,greater than 100000,M,4,Partial College,Management,1,2
3518.1618,44,1977-07-02,129,2017-12-12,M,50001-75000,F,1,"Bachelors ",Professional,1,1
531.0000,46,1975-08-04,129,2017-12-12,M,25001-50000,M,3,"Bachelors ",Clerical,1,0
294.3850,37,1985-03-22,129,2017-12-12,M,75001-100000,M,2,"Bachelors ",Professional,1,0
2181.5650,53,1969-02-11,129,2017-12-12,M,25001-50000,M,1,Partial College,Clerical,1,1
3595.3218,45,1976-07-23,129,2017-12-12,S,50001-75000,F,1,Partial College,Skilled Manual,1,1
4744.0504,43,1978-04-12,129,2017-12-12,S,50001-75000,M,0,"Bachelors ",Professional,0,1
2586.4650,37,1984-06-13,129,2017-12-12,M,25001-50000,M,0,Graduate Degree,Clerical,1,0
261.7850,44,1978-03-27,129,2017-12-12,S,0-25000,M,3,High School,Manual,1,1
261.7850,42,1979-08-22,129,2017-12-12,S,0-25000,M,3,Partial High School,Manual,1,2
1000.4350,32,1989-06-17,129,2017-12-12,S,50001-75000,M,0,Partial College,Professional,0,2
460.4450,42,1979-12-16,129,2017-12-12,S,0-25000,F,3,High School,Manual,1,0
194.0300,55,1966-06-04,129,2017-12-12,M,0-25000,F,2,Partial High School,Clerical,1,2
1551.9900,65,1956-06-05,129,2017-12-11,S,50001-75000,M,5,Graduate Degree,Management,1,2
13.5000,27,1994-11-18,129,2017-12-11,S,50001-75000,F,0,Partial College,Skilled Manual,0,1
2647.6308,51,1971-02-09,129,2017-12-11,S,50001-75000,F,1,Partial College,Skilled Manual,0,1
556.0025,36,1985-07-04,129,2017-12-11,S,25001-50000,F,0,"Bachelors ",Clerical,1,0
480.5750,46,1976-03-05,129,2017-12-11,S,50001-75000,F,1,Partial College,Skilled Manual,0,1
1354.5450,64,1958-02-26,129,2017-12-11,S,greater than 100000,M,2,"Bachelors ",Management,1,3
589.3100,33,1988-09-21,129,2017-12-11,S,0-25000,M,0,Partial High School,Manual,0,2
564.9925,36,1985-12-17,129,2017-12-11,S,25001-50000,F,0,"Bachelors ",Clerical,1,0
1066.5004,36,1985-04-21,129,2017-12-11,M,50001-75000,M,1,Graduate Degree,Professional,1,0
2483.3300,38,1983-09-07,129,2017-12-11,M,25001-50000,F,0,Graduate Degree,Clerical,1,0
2071.4192,47,1975-03-02,129,2017-12-11,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
113.4250,51,1971-01-24,129,2017-12-11,M,25001-50000,M,1,Partial College,Clerical,1,1
721.3418,47,1974-05-14,129,2017-12-11,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
2071.4192,33,1988-04-05,129,2017-12-11,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,0
741.3318,43,1978-12-03,130,2017-12-10,S,50001-75000,F,3,Graduate Degree,Professional,1,0
3034.3318,36,1986-03-15,130,2017-12-10,S,25001-50000,M,2,Partial College,Clerical,1,2
2330.0818,43,1978-04-03,130,2017-12-10,S,50001-75000,F,4,"Bachelors ",Professional,0,2
4644.0718,49,1972-08-03,130,2017-12-10,S,75001-100000,M,1,Partial College,Skilled Manual,1,1
4669.5318,48,1974-02-21,130,2017-12-10,S,75001-100000,M,1,"Bachelors ",Professional,1,1
1000.4350,43,1978-08-13,130,2017-12-10,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,0
334.9736,43,1978-10-04,130,2017-12-10,S,50001-75000,M,4,"Bachelors ",Professional,1,2
1694.9825,33,1989-03-03,130,2017-12-10,S,25001-50000,F,0,High School,Skilled Manual,0,2
1184.9800,53,1969-03-23,130,2017-12-10,S,25001-50000,F,3,Partial High School,Clerical,0,2
1085.5025,36,1985-10-26,130,2017-12-10,M,greater than 100000,F,0,High School,Management,1,4
4715.0918,43,1979-02-04,130,2017-12-09,S,50001-75000,F,0,"Bachelors ",Professional,0,1
337.5000,51,1970-10-07,130,2017-12-09,S,75001-100000,F,2,Partial College,Skilled Manual,0,2
2339.6804,50,1971-11-18,130,2017-12-09,M,0-25000,F,2,Partial College,Manual,1,0
337.5000,51,1970-05-18,130,2017-12-09,M,0-25000,F,2,Partial College,Manual,1,1
1085.5025,35,1986-08-14,130,2017-12-09,M,75001-100000,F,0,"Bachelors ",Professional,0,4
2265.0000,84,1937-06-03,130,2017-12-09,M,greater than 100000,M,0,"Bachelors ",Professional,1,0
742.3600,44,1978-03-04,130,2017-12-09,S,50001-75000,M,0,"Bachelors ",Professional,0,2
1120.4875,34,1987-11-28,130,2017-12-08,S,greater than 100000,F,0,High School,Management,0,3
1121.5300,50,1972-03-08,130,2017-12-08,S,50001-75000,M,2,High School,Skilled Manual,0,2
439.9008,29,1993-02-09,130,2017-12-08,M,0-25000,F,0,"Bachelors ",Clerical,1,0
2049.0964,39,1982-04-07,130,2017-12-08,S,25001-50000,F,0,"Bachelors ",Professional,1,1
2349.0804,44,1977-04-19,130,2017-12-08,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
1161.4925,36,1985-07-21,130,2017-12-08,S,75001-100000,M,0,"Bachelors ",Professional,0,4
275.7650,39,1982-10-28,130,2017-12-08,S,75001-100000,F,2,"Bachelors ",Professional,0,0
426.5850,45,1976-06-12,130,2017-12-08,S,50001-75000,F,1,Partial College,Skilled Manual,1,1
312.6508,48,1973-06-18,130,2017-12-08,M,75001-100000,F,1,Partial College,Skilled Manual,1,1
1000.4350,57,1965-02-01,130,2017-12-08,M,25001-50000,F,2,Partial High School,Skilled Manual,0,2
2273.9900,54,1967-09-21,130,2017-12-08,M,greater than 100000,M,4,High School,Professional,1,3
337.5000,35,1986-04-20,130,2017-12-07,S,greater than 100000,M,0,High School,Management,0,4
1130.9875,53,1969-02-14,130,2017-12-07,S,25001-50000,M,3,Partial High School,Clerical,0,2
13.5000,28,1993-08-18,130,2017-12-07,S,50001-75000,M,0,Partial College,Skilled Manual,0,2
391.5950,38,1983-11-26,130,2017-12-07,S,50001-75000,M,2,"Bachelors ",Professional,0,1
480.5750,45,1976-07-07,130,2017-12-07,M,50001-75000,F,5,Partial College,Skilled Manual,1,3
1260.0992,40,1982-03-25,130,2017-12-07,S,50001-75000,M,0,Graduate Degree,Professional,0,1
2304.9925,55,1967-02-10,130,2017-12-07,M,75001-100000,M,4,High School,Professional,0,2
1377.0950,35,1987-02-06,130,2017-12-07,S,25001-50000,F,0,High School,Manual,0,1
312.6508,47,1974-08-05,130,2017-12-07,S,75001-100000,M,1,Graduate Degree,Professional,1,0
1543.9700,52,1969-05-03,130,2017-12-07,S,50001-75000,F,3,High School,Professional,1,1
154.3850,50,1971-07-10,130,2017-12-07,M,25001-50000,F,1,Partial College,Clerical,1,1
337.5000,46,1976-02-18,130,2017-12-07,M,25001-50000,F,4,Graduate Degree,Clerical,1,0
543.0075,35,1987-01-16,130,2017-12-07,S,25001-50000,M,0,High School,Manual,0,1
4703.0375,58,1963-06-02,130,2017-12-07,M,greater than 100000,M,5,Partial High School,Professional,1,4
3.5100,54,1967-08-04,130,2017-12-07,M,25001-50000,M,3,Partial College,Professional,0,2
2181.5650,42,1979-05-06,130,2017-12-07,S,25001-50000,M,2,Partial College,Clerical,1,2
445.5850,46,1975-06-27,130,2017-12-07,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
1863.3800,32,1989-04-16,130,2017-12-06,S,0-25000,M,0,Partial High School,Manual,0,2
2036.9050,35,1986-11-15,130,2017-12-06,S,25001-50000,F,2,Partial College,Clerical,1,1
1099.4918,36,1985-08-23,130,2017-12-06,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,0
254.8836,33,1989-03-07,130,2017-12-06,S,25001-50000,M,0,High School,Manual,0,1
2319.9882,45,1976-12-12,130,2017-12-06,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
4664.0418,57,1965-03-18,130,2017-12-06,S,greater than 100000,M,4,High School,Management,0,3
3121.8225,37,1985-02-25,130,2017-12-05,S,25001-50000,M,2,Partial College,Clerical,1,2
1676.0000,39,1983-02-22,130,2017-12-05,M,50001-75000,M,2,"Bachelors ",Professional,1,1
1306.7464,47,1975-02-18,130,2017-12-05,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
1711.4875,66,1955-10-20,130,2017-12-05,M,25001-50000,M,2,"Bachelors ",Management,1,2
1526.9800,69,1952-11-07,130,2017-12-05,S,50001-75000,M,4,Graduate Degree,Management,1,2
782.9900,37,1984-09-08,130,2017-12-05,S,50001-75000,F,2,"Bachelors ",Skilled Manual,0,0
3496.8318,44,1977-07-11,130,2017-12-05,M,50001-75000,F,1,"Bachelors ",Professional,1,1
699.5000,38,1984-03-08,130,2017-12-05,S,25001-50000,F,2,"Bachelors ",Skilled Manual,1,0
1000.4350,58,1964-02-04,130,2017-12-05,M,25001-50000,M,2,Partial High School,Skilled Manual,1,2
223.5708,51,1970-04-14,130,2017-12-05,S,0-25000,M,2,Partial College,Manual,1,0
2314.9875,50,1971-05-08,130,2017-12-05,M,25001-50000,M,1,Partial College,Clerical,1,1
918.0000,38,1983-11-23,130,2017-12-05,M,25001-50000,M,1,"Bachelors ",Clerical,1,0
733.3618,48,1973-08-22,130,2017-12-05,S,50001-75000,F,1,"Bachelors ",Professional,1,1
735.5450,31,1990-09-13,130,2017-12-04,S,25001-50000,F,0,Partial College,Skilled Manual,0,2
734.5000,37,1985-01-08,130,2017-12-04,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,0
2676.9436,41,1981-01-11,130,2017-12-04,S,greater than 100000,F,0,Graduate Degree,Management,0,3
785.8318,46,1975-11-09,130,2017-12-03,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
1594.5950,37,1984-04-09,130,2017-12-03,S,0-25000,M,2,High School,Manual,1,0
1741.9900,37,1984-08-21,130,2017-12-03,S,25001-50000,M,0,"Bachelors ",Clerical,1,0
275.7650,33,1988-12-13,130,2017-12-03,S,0-25000,M,0,Partial High School,Manual,0,2
1369.5350,63,1958-10-20,130,2017-12-03,S,greater than 100000,M,2,"Bachelors ",Management,1,2
2261.9775,50,1971-09-22,130,2017-12-03,M,25001-50000,F,1,Partial College,Clerical,1,1
1619.5950,43,1978-06-01,130,2017-12-03,S,0-25000,F,4,High School,Manual,1,1
2408.3575,37,1984-12-07,130,2017-12-03,S,greater than 100000,F,1,Graduate Degree,Management,1,1
1342.0850,68,1953-07-26,130,2017-12-03,M,25001-50000,F,1,Graduate Degree,Clerical,1,0
2172.5750,54,1967-07-07,130,2017-12-03,M,25001-50000,F,3,High School,Skilled Manual,1,2
471.5850,43,1978-11-15,130,2017-12-03,S,50001-75000,F,0,"Bachelors ",Professional,1,2
1620.0850,57,1965-01-16,130,2017-12-03,S,25001-50000,M,3,Partial College,Clerical,0,2
1351.5250,40,1981-08-22,130,2017-12-03,S,greater than 100000,F,0,"Bachelors ",Management,0,2
223.5708,34,1988-03-27,130,2017-12-03,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,1
2408.3625,43,1978-09-25,130,2017-12-03,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,0
583.3504,47,1975-03-27,130,2017-12-03,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
761.5400,37,1984-10-18,130,2017-12-02,S,25001-50000,F,2,"Bachelors ",Skilled Manual,1,0
782.9900,50,1971-07-16,130,2017-12-02,S,75001-100000,M,2,High School,Skilled Manual,1,2
1878.3600,53,1968-08-24,130,2017-12-02,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,1
1676.0000,44,1977-05-11,130,2017-12-02,S,50001-75000,M,1,Partial College,Skilled Manual,0,1
2307.0025,41,1981-03-09,130,2017-12-02,S,greater than 100000,F,0,Graduate Degree,Management,0,3
1281.1092,46,1975-05-13,130,2017-12-02,M,50001-75000,M,1,Partial College,Skilled Manual,0,1
67.0996,40,1981-05-01,130,2017-12-02,S,75001-100000,F,0,"Bachelors ",Professional,0,1
4624.0675,48,1973-05-10,130,2017-12-02,S,greater than 100000,F,2,"Bachelors ",Management,0,2
4.5100,38,1983-04-17,130,2017-12-02,M,25001-50000,F,0,Graduate Degree,Clerical,1,0
230.9450,32,1989-12-04,130,2017-12-01,S,50001-75000,F,0,Partial College,Professional,0,2
782.9900,37,1984-04-15,130,2017-12-01,S,25001-50000,F,2,"Bachelors ",Skilled Manual,0,0
261.7850,29,1992-09-05,130,2017-12-01,S,25001-50000,M,0,Partial College,Clerical,0,1
2325.9804,53,1968-11-25,130,2017-12-01,M,greater than 100000,M,5,Partial College,Professional,0,2
2049.0964,48,1973-10-08,130,2017-12-01,S,75001-100000,F,5,Graduate Degree,Professional,0,0
688.3700,40,1981-11-17,130,2017-12-01,S,75001-100000,F,0,Graduate Degree,Management,0,1
1727.6775,44,1978-02-03,130,2017-12-01,S,50001-75000,M,3,"Bachelors ",Professional,0,2
172.9050,51,1970-12-25,130,2017-12-01,M,25001-50000,M,1,Partial College,Clerical,1,1
391.4900,46,1976-01-20,130,2017-12-01,M,25001-50000,F,4,Graduate Degree,Clerical,1,0
296.7750,37,1984-12-25,130,2017-12-01,S,greater than 100000,F,1,Graduate Degree,Management,1,2
769.4775,32,1989-09-09,130,2017-12-01,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,0
3538.8018,55,1967-01-01,130,2017-11-30,S,0-25000,M,3,Partial College,Manual,0,2
1537.0000,50,1971-07-20,130,2017-11-30,M,75001-100000,M,3,Partial College,Professional,0,2
135.4050,69,1952-08-09,130,2017-11-30,M,greater than 100000,F,1,Graduate Degree,Management,1,2
128.4050,67,1955-03-05,130,2017-11-30,M,greater than 100000,M,2,"Bachelors ",Management,1,4
518.4975,26,1995-06-03,130,2017-11-30,M,0-25000,M,0,"Bachelors ",Clerical,1,0
2443.3500,27,1994-09-23,130,2017-11-30,S,25001-50000,M,3,Partial College,Clerical,1,1
2314.6825,39,1982-07-13,130,2017-11-30,S,greater than 100000,M,0,Graduate Degree,Management,0,2
1551.9900,45,1976-09-06,130,2017-11-30,S,greater than 100000,F,1,"Bachelors ",Management,0,3
2349.0818,38,1983-10-23,130,2017-11-30,S,greater than 100000,F,1,Graduate Degree,Management,0,1
337.5000,30,1991-10-27,130,2017-11-29,S,75001-100000,M,0,"Bachelors ",Professional,0,2
4785.7175,38,1983-11-03,130,2017-11-29,M,25001-50000,M,0,Graduate Degree,Clerical,1,0
4671.3600,53,1968-04-10,130,2017-11-29,M,greater than 100000,M,5,Partial College,Professional,1,2
539.9900,26,1995-11-07,130,2017-11-29,S,0-25000,F,0,Partial College,Manual,0,1
174.0450,33,1988-08-27,130,2017-11-29,M,75001-100000,F,0,High School,Management,1,2
2071.4192,26,1995-11-02,130,2017-11-29,S,0-25000,M,0,Partial High School,Manual,0,2
1673.8600,68,1953-05-14,131,2017-11-28,S,25001-50000,F,1,Graduate Degree,Clerical,1,0
108.3800,41,1981-02-06,131,2017-11-28,S,50001-75000,M,0,Graduate Degree,Skilled Manual,0,0
254.8836,50,1972-03-24,131,2017-11-28,S,75001-100000,F,2,High School,Professional,0,2
2408.3600,37,1984-08-14,131,2017-11-28,M,25001-50000,F,0,Graduate Degree,Clerical,1,0
782.9900,36,1985-07-12,131,2017-11-28,S,50001-75000,F,1,Graduate Degree,Professional,0,0
1903.3600,29,1992-11-12,131,2017-11-28,M,0-25000,M,0,High School,Manual,1,2
1141.4925,34,1987-12-13,131,2017-11-27,M,75001-100000,M,0,High School,Management,0,3
1666.0025,36,1986-03-15,131,2017-11-27,S,0-25000,M,0,Partial High School,Manual,0,2
1070.5000,33,1988-06-19,131,2017-11-27,S,greater than 100000,F,0,Partial College,Management,1,3
946.9800,48,1973-05-08,131,2017-11-27,M,25001-50000,F,1,Graduate Degree,Clerical,1,0
337.5000,33,1988-10-06,131,2017-11-27,M,75001-100000,F,0,"Bachelors ",Professional,0,3
1368.5350,65,1956-06-18,131,2017-11-27,M,75001-100000,F,4,"Bachelors ",Management,0,2
1000.4350,58,1963-11-09,131,2017-11-27,M,25001-50000,F,2,High School,Professional,1,2
782.9900,37,1985-03-05,131,2017-11-27,S,50001-75000,M,1,Graduate Degree,Professional,1,0
544.9800,39,1983-03-22,131,2017-11-27,M,25001-50000,M,1,"Bachelors ",Clerical,1,0
782.9900,36,1985-10-03,131,2017-11-27,M,50001-75000,M,1,Graduate Degree,Professional,1,0
2281.9825,38,1983-10-24,131,2017-11-27,S,75001-100000,F,0,"Bachelors ",Management,0,1
1660.3600,38,1984-03-27,131,2017-11-27,M,25001-50000,F,0,Graduate Degree,Skilled Manual,1,0
1676.0000,47,1974-07-27,131,2017-11-27,M,25001-50000,M,3,"Bachelors ",Clerical,1,0
782.9900,36,1985-10-02,131,2017-11-27,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,1
535.9900,26,1995-11-04,131,2017-11-26,M,0-25000,F,0,Partial College,Manual,1,1
320.5408,45,1976-11-26,131,2017-11-26,M,0-25000,M,1,"Bachelors ",Manual,1,0
2410.7475,39,1983-02-26,131,2017-11-26,S,25001-50000,M,1,"Bachelors ",Clerical,0,0
6432.0304,50,1971-09-22,131,2017-11-26,M,greater than 100000,F,3,High School,Professional,1,4
971.9900,36,1985-07-06,131,2017-11-26,M,25001-50000,F,0,"Bachelors ",Clerical,1,0
1533.9800,70,1951-04-07,131,2017-11-26,M,75001-100000,F,4,"Bachelors ",Management,1,2
317.6408,38,1983-09-13,131,2017-11-25,S,75001-100000,F,0,"Bachelors ",Management,0,1
298.3750,36,1985-05-27,131,2017-11-25,M,75001-100000,M,0,High School,Management,1,4
2249.6900,51,1970-05-12,131,2017-11-25,M,greater than 100000,M,3,Partial College,Professional,1,3
160.4050,32,1990-03-03,131,2017-11-25,S,25001-50000,M,3,Partial College,Clerical,1,1
2181.5650,38,1983-10-29,131,2017-11-25,M,25001-50000,F,1,"Bachelors ",Clerical,1,0
774.0418,55,1966-10-24,131,2017-11-25,S,50001-75000,F,2,High School,Professional,0,2
782.9900,37,1984-07-10,131,2017-11-25,S,0-25000,F,0,Partial College,Manual,0,1
518.9775,28,1993-11-05,131,2017-11-25,S,0-25000,F,0,"Bachelors ",Clerical,0,0
742.3496,58,1964-03-18,131,2017-11-24,S,50001-75000,M,2,Partial College,Professional,1,0
798.4800,43,1978-05-02,131,2017-11-24,S,0-25000,F,4,High School,Manual,1,1
2181.5650,48,1973-06-16,131,2017-11-24,M,75001-100000,F,1,"Bachelors ",Management,1,3
2324.9900,43,1979-01-05,131,2017-11-24,S,75001-100000,F,0,Partial College,Professional,0,1
1091.9800,31,1990-11-05,131,2017-11-24,S,50001-75000,M,0,"Bachelors ",Professional,1,2
721.3418,32,1989-05-22,131,2017-11-24,S,25001-50000,M,0,High School,Skilled Manual,0,2
2375.0800,55,1966-11-03,131,2017-11-24,S,greater than 100000,F,4,High School,Professional,0,3
261.7850,33,1989-02-05,131,2017-11-24,M,greater than 100000,M,4,High School,Management,0,4
334.9736,38,1984-03-13,131,2017-11-24,M,50001-75000,F,5,Graduate Degree,Professional,0,0
1526.9800,46,1975-11-03,131,2017-11-24,M,75001-100000,F,3,Partial College,Professional,1,4
733.3604,33,1988-11-22,131,2017-11-23,M,50001-75000,F,0,Partial College,Skilled Manual,1,2
2327.4725,39,1982-06-17,131,2017-11-23,M,greater than 100000,F,0,"Bachelors ",Management,1,2
2181.5650,26,1995-03-27,131,2017-11-23,S,0-25000,M,0,Partial College,Manual,0,1
364.7800,36,1985-10-05,131,2017-11-23,S,75001-100000,F,0,Partial High School,Professional,1,4
2273.0125,39,1983-02-18,131,2017-11-23,S,75001-100000,F,0,"Bachelors ",Management,0,1
2274.6900,55,1967-03-05,131,2017-11-22,M,greater than 100000,M,4,"Bachelors ",Management,0,3
1573.9600,41,1980-10-24,131,2017-11-22,M,greater than 100000,F,3,"Bachelors ",Management,1,4
1641.5750,27,1994-08-15,131,2017-11-22,S,0-25000,F,0,"Bachelors ",Clerical,1,0
2375.0796,57,1964-08-07,131,2017-11-22,M,50001-75000,M,5,Partial College,Professional,1,2
2854.1818,63,1959-03-25,131,2017-11-21,M,greater than 100000,M,3,"Bachelors ",Management,1,3
1666.0025,34,1987-06-06,131,2017-11-21,S,0-25000,F,0,Partial High School,Manual,0,2
1000.4350,61,1960-05-17,131,2017-11-21,M,25001-50000,F,5,Partial High School,Skilled Manual,1,3
2463.8400,41,1980-10-17,131,2017-11-21,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,2
346.4900,34,1987-08-21,131,2017-11-21,S,25001-50000,M,0,High School,Manual,0,1
1504.7136,39,1983-03-24,131,2017-11-21,S,0-25000,M,2,High School,Manual,1,1
2357.6900,44,1977-10-08,131,2017-11-21,M,75001-100000,M,1,Partial College,Professional,1,3
2299.9904,48,1973-11-02,131,2017-11-20,M,0-25000,F,1,Graduate Degree,Clerical,1,0
2274.9800,51,1971-02-21,131,2017-11-20,M,50001-75000,M,3,Partial College,Professional,1,0
4684.0604,47,1974-09-01,131,2017-11-20,M,greater than 100000,F,1,"Bachelors ",Management,1,2
337.5000,36,1985-09-06,131,2017-11-20,S,greater than 100000,M,0,High School,Management,0,4
504.9975,27,1994-10-19,131,2017-11-20,M,0-25000,F,1,High School,Manual,1,0
2308.9818,49,1972-04-10,131,2017-11-20,M,0-25000,F,1,"Bachelors ",Clerical,1,0
733.3618,58,1964-03-05,131,2017-11-20,S,50001-75000,M,2,Partial College,Professional,0,2
2375.0804,38,1983-11-19,131,2017-11-20,M,greater than 100000,M,2,Graduate Degree,Management,1,3
71.5800,50,1972-01-06,131,2017-11-20,M,50001-75000,F,2,High School,Professional,1,2
334.9736,39,1982-04-15,131,2017-11-19,S,75001-100000,M,1,"Bachelors ",Management,1,2
2260.0025,53,1968-08-20,131,2017-11-19,M,greater than 100000,F,3,"Bachelors ",Management,1,2
4690.7475,54,1967-07-20,131,2017-11-19,M,greater than 100000,M,4,"Bachelors ",Management,1,3
721.3404,42,1979-06-25,131,2017-11-19,S,50001-75000,M,4,"Bachelors ",Skilled Manual,1,2
1070.9700,31,1990-09-03,131,2017-11-18,S,50001-75000,M,0,"Bachelors ",Professional,1,2
707.3604,59,1963-02-18,131,2017-11-18,M,50001-75000,F,2,Partial College,Professional,1,2
539.9900,27,1995-01-08,131,2017-11-18,M,0-25000,M,0,Partial College,Manual,1,1
1066.5000,35,1987-01-14,131,2017-11-18,S,75001-100000,M,0,High School,Management,0,3
2292.6975,32,1989-06-16,131,2017-11-18,S,25001-50000,F,3,Partial College,Clerical,1,2
918.0000,36,1985-12-07,131,2017-11-18,M,25001-50000,M,0,"Bachelors ",Clerical,1,0
1641.5750,27,1995-01-06,131,2017-11-18,S,0-25000,M,0,Partial College,Manual,1,1
1669.3500,37,1984-10-12,131,2017-11-17,M,25001-50000,M,0,Graduate Degree,Clerical,1,0
2355.0775,43,1978-09-12,131,2017-11-17,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,0
1558.9800,51,1971-03-05,131,2017-11-17,M,75001-100000,M,3,Partial College,Professional,0,2
3069.7918,37,1984-09-06,131,2017-11-17,S,25001-50000,M,0,Graduate Degree,Skilled Manual,1,0
531.0025,30,1991-04-18,131,2017-11-17,S,0-25000,F,1,High School,Manual,0,0
337.5000,35,1986-07-26,131,2017-11-17,M,75001-100000,F,0,High School,Management,1,3
6414.0304,50,1972-01-13,132,2017-11-16,M,greater than 100000,F,2,Partial College,Professional,1,2
729.5350,34,1987-11-08,132,2017-11-16,S,0-25000,M,0,Partial High School,Manual,0,2
4699.7400,51,1971-02-10,132,2017-11-16,M,greater than 100000,M,2,High School,Professional,1,2
1591.6050,29,1992-08-12,132,2017-11-16,S,0-25000,M,0,Partial College,Manual,1,0
1085.5025,34,1987-05-23,132,2017-11-16,S,75001-100000,M,0,"Bachelors ",Professional,1,3
