TotalPurchase,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
69.99,00:00.0,00:00.0,M,75001-100000,M,4,Bachelors ,Professional,1,0
1164.86,00:00.0,00:00.0,M,50001-75000,M,3,Graduate Degree,Management,1,2
37.7,00:00.0,00:00.0,M,25001-50000,M,4,Bachelors ,Skilled Manual,1,2
17.38,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
2345.48,00:00.0,00:00.0,S,75001-100000,M,4,Partial College,Professional,1,3
69.99,00:00.0,00:00.0,M,75001-100000,F,5,Graduate Degree,Skilled Manual,1,0
9.99,00:00.0,00:00.0,S,25001-50000,M,3,Partial College,Clerical,1,0
3578.27,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
3072.33,00:00.0,00:00.0,M,25001-50000,F,3,Graduate Degree,Clerical,1,0
559.19,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,1,1
3.98,00:00.0,00:00.0,S,0-25000,F,0,Partial College,Manual,0,1
3578.27,00:00.0,00:00.0,S,50001-75000,M,2,Bachelors ,Skilled Manual,1,1
5.99,00:00.0,00:00.0,M,50001-75000,F,5,Graduate Degree,Management,1,2
6.01,00:00.0,00:00.0,S,25001-50000,F,3,High School,Skilled Manual,1,2
20,00:00.0,00:00.0,M,75001-100000,F,4,High School,Professional,1,2
19.69,00:00.0,00:00.0,M,25001-50000,F,3,Partial College,Skilled Manual,0,2
29.99,00:00.0,00:00.0,M,50001-75000,M,3,Bachelors ,Management,1,2
3.99,00:00.0,00:00.0,S,0-25000,M,2,Partial High School,Clerical,1,2
544.98,00:00.0,00:00.0,S,25001-50000,F,2,Bachelors ,Management,0,2
20,00:00.0,00:00.0,M,greater than 100000,F,2,Bachelors ,Management,1,4
168.01,00:00.0,00:00.0,S,50001-75000,M,5,Bachelors ,Management,1,3
539.99,00:00.0,00:00.0,S,25001-50000,M,5,Partial High School,Clerical,1,2
1665.9975,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
391.49,00:00.0,00:00.0,S,25001-50000,M,1,Bachelors ,Clerical,1,0
2425.96,00:00.0,00:00.0,M,25001-50000,F,1,Partial College,Clerical,1,1
31,00:00.0,00:00.0,S,75001-100000,F,5,Partial College,Professional,1,2
2808.78,00:00.0,00:00.0,M,25001-50000,F,2,Partial College,Clerical,0,2
69.98,00:00.0,00:00.0,M,25001-50000,M,4,High School,Professional,0,2
130.02,00:00.0,00:00.0,M,greater than 100000,F,4,Partial High School,Management,0,4
551.9775,00:00.0,00:00.0,S,0-25000,F,2,High School,Manual,1,0
714.535,00:00.0,00:00.0,M,0-25000,F,2,Partial College,Manual,1,1
5,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Management,1,2
1676.0004,00:00.0,00:00.0,S,0-25000,F,1,High School,Manual,0,0
30,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,1,2
143.95,00:00.0,00:00.0,M,25001-50000,M,2,Partial High School,Skilled Manual,1,2
21.49,00:00.0,00:00.0,M,0-25000,F,1,Graduate Degree,Clerical,0,0
543.99,00:00.0,00:00.0,M,25001-50000,F,4,Bachelors ,Management,1,2
1727.68,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,1
5.99,00:00.0,00:00.0,M,50001-75000,M,5,Bachelors ,Management,1,2
24.99,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Skilled Manual,0,1
802.18,00:00.0,00:00.0,M,25001-50000,M,0,High School,Skilled Manual,1,2
1.6,00:00.0,00:00.0,S,0-25000,F,4,High School,Manual,1,2
21.49,00:00.0,00:00.0,M,25001-50000,M,2,High School,Skilled Manual,0,2
1120.4882,00:00.0,00:00.0,M,25001-50000,M,2,Bachelors ,Management,0,2
766.35,00:00.0,00:00.0,S,0-25000,F,1,Partial College,Manual,1,1
551.68,00:00.0,00:00.0,M,50001-75000,M,4,Graduate Degree,Professional,1,0
23.52,00:00.0,00:00.0,S,greater than 100000,M,1,Graduate Degree,Management,0,4
1075.49,00:00.0,00:00.0,S,50001-75000,F,3,Bachelors ,Professional,1,2
21.49,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,1,2
1161.49,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,1
10,00:00.0,00:00.0,M,0-25000,F,2,Partial High School,Clerical,1,2
2300.98,00:00.0,00:00.0,S,50001-75000,M,2,High School,Professional,1,2
2850.01,00:00.0,00:00.0,S,25001-50000,F,3,High School,Skilled Manual,1,2
416.605,00:00.0,00:00.0,M,75001-100000,F,4,High School,Management,0,3
22.7,00:00.0,00:00.0,S,0-25000,F,0,Bachelors ,Clerical,1,0
50,00:00.0,00:00.0,M,25001-50000,M,1,Graduate Degree,Clerical,1,0
1220.88,00:00.0,00:00.0,S,25001-50000,F,5,Graduate Degree,Clerical,1,0
34.67,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,3
539.99,00:00.0,00:00.0,M,25001-50000,M,3,Bachelors ,Clerical,1,0
1085.5,00:00.0,00:00.0,S,greater than 100000,F,1,Graduate Degree,Management,0,1
3578.27,00:00.0,00:00.0,S,75001-100000,M,3,Partial College,Professional,0,2
707.36,00:00.0,00:00.0,M,0-25000,M,2,High School,Manual,1,0
30,00:00.0,00:00.0,S,25001-50000,M,4,Partial College,Clerical,1,0
713.38,00:00.0,00:00.0,S,50001-75000,F,1,Partial College,Skilled Manual,0,1
17.03,00:00.0,00:00.0,S,greater than 100000,F,4,High School,Management,1,4
100.66,00:00.0,00:00.0,M,0-25000,F,0,High School,Manual,0,1
2443.35,00:00.0,00:00.0,M,25001-50000,M,1,Graduate Degree,Skilled Manual,0,0
31,00:00.0,00:00.0,M,0-25000,M,0,Partial High School,Manual,1,2
2274.69,00:00.0,00:00.0,M,greater than 100000,M,4,Bachelors ,Management,0,3
16,00:00.0,00:00.0,M,50001-75000,M,2,High School,Professional,0,2
24.99,00:00.0,00:00.0,M,75001-100000,F,0,Partial High School,Professional,0,4
1666,00:00.0,00:00.0,S,50001-75000,M,0,Partial College,Skilled Manual,1,1
2299.99,00:00.0,00:00.0,S,0-25000,F,0,High School,Manual,0,1
61,00:00.0,00:00.0,M,greater than 100000,F,3,Bachelors ,Management,1,4
2432.84,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,1,1
4.99,00:00.0,00:00.0,M,75001-100000,M,3,Bachelors ,Skilled Manual,1,1
45,00:00.0,00:00.0,M,50001-75000,F,2,Partial College,Professional,1,0
2174.99,00:00.0,00:00.0,M,75001-100000,M,5,Graduate Degree,Professional,1,0
108.27,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
6.01,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,1,1
18.62,00:00.0,00:00.0,M,greater than 100000,F,4,High School,Management,1,4
4.49,00:00.0,00:00.0,S,25001-50000,M,4,Bachelors ,Management,0,2
2443.35,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,1,1
3518.1618,00:00.0,00:00.0,M,50001-75000,F,1,Bachelors ,Professional,1,1
10.98,00:00.0,00:00.0,M,greater than 100000,M,1,Graduate Degree,Management,1,4
742.35,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Management,1,2
41.52,00:00.0,00:00.0,M,75001-100000,M,4,Bachelors ,Management,1,0
5.99,00:00.0,00:00.0,M,75001-100000,F,0,Bachelors ,Professional,0,3
4758.57,00:00.0,00:00.0,S,greater than 100000,M,1,Graduate Degree,Management,0,2
30,00:00.0,00:00.0,M,75001-100000,F,2,Bachelors ,Management,1,4
543.99,00:00.0,00:00.0,S,25001-50000,M,0,Graduate Degree,Skilled Manual,1,0
200.92,00:00.0,00:00.0,M,25001-50000,M,1,Partial College,Clerical,1,1
4.99,00:00.0,00:00.0,S,25001-50000,F,1,Bachelors ,Clerical,0,1
769.48,00:00.0,00:00.0,M,25001-50000,M,1,Partial College,Clerical,1,1
53.99,00:00.0,00:00.0,S,25001-50000,F,1,Bachelors ,Clerical,0,1
1.01,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,1,1
31,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,1,1
2317.7,00:00.0,00:00.0,M,25001-50000,M,0,Bachelors ,Professional,0,1
14.01,00:00.0,00:00.0,M,0-25000,M,4,High School,Skilled Manual,1,2
1132.18,00:00.0,00:00.0,S,50001-75000,F,1,Bachelors ,Professional,0,1
8.99,00:00.0,00:00.0,M,25001-50000,M,2,Partial College,Clerical,1,2
2375.0818,00:00.0,00:00.0,S,75001-100000,F,0,Bachelors ,Professional,0,0
29.99,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Professional,1,0
38.97,00:00.0,00:00.0,M,25001-50000,F,2,Partial College,Clerical,1,2
556.0025,00:00.0,00:00.0,S,25001-50000,F,0,Bachelors ,Clerical,1,0
1412.075,00:00.0,00:00.0,M,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
4.48,00:00.0,00:00.0,S,50001-75000,M,2,Partial College,Professional,1,1
1085.5,00:00.0,00:00.0,S,0-25000,F,0,Partial College,Manual,0,1
28.61,00:00.0,00:00.0,S,25001-50000,M,2,Graduate Degree,Management,1,2
17.59,00:00.0,00:00.0,M,50001-75000,F,3,Bachelors ,Management,1,2
28.64,00:00.0,00:00.0,M,50001-75000,M,2,Bachelors ,Management,1,1
13.01,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Professional,1,2
72.47,00:00.0,00:00.0,M,50001-75000,F,5,Graduate Degree,Professional,1,1
3578.27,00:00.0,00:00.0,S,50001-75000,M,2,Bachelors ,Management,0,0
13.01,00:00.0,00:00.0,S,50001-75000,M,4,Bachelors ,Management,1,2
391.49,00:00.0,00:00.0,M,25001-50000,F,4,Graduate Degree,Clerical,1,0
554.02,00:00.0,00:00.0,S,50001-75000,M,3,Partial College,Professional,0,2
2413.57,00:00.0,00:00.0,M,50001-75000,M,0,Partial College,Skilled Manual,1,1
591.47,00:00.0,00:00.0,S,0-25000,F,0,Partial College,Manual,0,1
1261.3,00:00.0,00:00.0,M,50001-75000,M,4,Graduate Degree,Management,1,2
49.99,00:00.0,00:00.0,S,0-25000,F,0,Partial High School,Manual,1,2
1179.86,00:00.0,00:00.0,S,50001-75000,M,2,Bachelors ,Skilled Manual,1,0
4.99,00:00.0,00:00.0,M,greater than 100000,F,2,Graduate Degree,Management,0,4
2.39,00:00.0,00:00.0,M,greater than 100000,F,5,Partial High School,Professional,0,4
1504.7136,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,1,1
2317.7,00:00.0,00:00.0,M,25001-50000,M,1,Partial College,Clerical,1,1
9.51,00:00.0,00:00.0,M,0-25000,F,2,Partial High School,Clerical,1,2
1666,00:00.0,00:00.0,M,50001-75000,F,0,Graduate Degree,Skilled Manual,1,0
3.99,00:00.0,00:00.0,M,25001-50000,M,4,High School,Professional,1,2
4.99,00:00.0,00:00.0,M,75001-100000,F,5,High School,Management,1,3
4.99,00:00.0,00:00.0,M,greater than 100000,F,4,Bachelors ,Management,1,3
2375.08,00:00.0,00:00.0,S,greater than 100000,F,1,Graduate Degree,Management,0,1
4.99,00:00.0,00:00.0,S,75001-100000,F,5,High School,Management,1,3
1700.99,00:00.0,00:00.0,S,75001-100000,M,4,Bachelors ,Management,1,0
2.7,00:00.0,00:00.0,S,0-25000,F,0,Partial High School,Manual,0,2
32.04,00:00.0,00:00.0,M,50001-75000,M,1,Bachelors ,Professional,1,1
505,00:00.0,00:00.0,S,0-25000,M,0,Bachelors ,Clerical,0,0
1124.49,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Clerical,0,1
2363.06,00:00.0,00:00.0,M,25001-50000,F,0,Bachelors ,Clerical,1,0
0.01,00:00.0,00:00.0,M,0-25000,F,1,Partial College,Manual,1,0
15,00:00.0,00:00.0,M,50001-75000,F,5,Partial High School,Skilled Manual,1,3
1.6,00:00.0,00:00.0,M,75001-100000,F,5,Partial High School,Skilled Manual,0,2
2447.35,00:00.0,00:00.0,S,25001-50000,F,0,Graduate Degree,Skilled Manual,0,0
34.99,00:00.0,00:00.0,M,75001-100000,M,5,Partial High School,Skilled Manual,1,2
569.99,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
174.83,00:00.0,00:00.0,M,25001-50000,M,3,Graduate Degree,Clerical,1,0
2352.7,00:00.0,00:00.0,M,75001-100000,F,5,Bachelors ,Management,1,2
61,00:00.0,00:00.0,M,75001-100000,M,4,Graduate Degree,Skilled Manual,1,0
653.38,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,1,1
32.71,00:00.0,00:00.0,S,25001-50000,M,5,Partial College,Clerical,1,2
3578.27,00:00.0,00:00.0,M,75001-100000,M,2,Bachelors ,Professional,1,0
37.7,00:00.0,00:00.0,M,50001-75000,F,5,Bachelors ,Professional,1,4
2.7,00:00.0,00:00.0,S,greater than 100000,F,3,Partial College,Professional,0,4
4.99,00:00.0,00:00.0,M,75001-100000,F,5,Graduate Degree,Management,0,2
1248.28,00:00.0,00:00.0,M,50001-75000,M,0,Partial College,Skilled Manual,1,2
50,00:00.0,00:00.0,S,75001-100000,M,4,Partial College,Professional,1,1
45.5,00:00.0,00:00.0,M,25001-50000,M,0,High School,Professional,1,2
511.98,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Clerical,1,0
4727.05,00:00.0,00:00.0,S,75001-100000,M,5,Partial College,Professional,1,3
1666,00:00.0,00:00.0,S,50001-75000,F,2,High School,Professional,0,2
20,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
2181.565,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
29.99,00:00.0,00:00.0,M,greater than 100000,F,1,Partial College,Professional,1,4
1066.5,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,2
518.98,00:00.0,00:00.0,S,0-25000,F,2,Partial College,Manual,0,1
24,00:00.0,00:00.0,S,greater than 100000,M,4,Partial College,Professional,1,4
4.99,00:00.0,00:00.0,S,0-25000,F,1,Graduate Degree,Clerical,1,0
1129.93,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,1
1676,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
19.5,00:00.0,00:00.0,S,25001-50000,M,1,Bachelors ,Clerical,0,0
3074.3318,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,1
55.48,00:00.0,00:00.0,M,75001-100000,F,5,Graduate Degree,Management,1,3
4704.0375,00:00.0,00:00.0,S,greater than 100000,F,3,Graduate Degree,Management,0,2
159.1064,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,1,2
797.46,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Clerical,1,0
1026.8836,00:00.0,00:00.0,S,25001-50000,F,0,High School,Manual,0,1
21.49,00:00.0,00:00.0,M,50001-75000,M,0,Bachelors ,Professional,1,3
27.69,00:00.0,00:00.0,M,75001-100000,F,4,High School,Professional,1,2
29.99,00:00.0,00:00.0,M,25001-50000,M,4,High School,Skilled Manual,1,3
265.78,00:00.0,00:00.0,S,50001-75000,F,1,Partial College,Skilled Manual,1,1
1085.5,00:00.0,00:00.0,M,25001-50000,F,0,Graduate Degree,Clerical,0,0
73.07,00:00.0,00:00.0,M,75001-100000,M,2,Graduate Degree,Management,1,0
707.36,00:00.0,00:00.0,M,0-25000,F,1,Partial College,Manual,1,0
324.79,00:00.0,00:00.0,S,50001-75000,M,0,Graduate Degree,Skilled Manual,0,0
39.32,00:00.0,00:00.0,S,50001-75000,M,4,Bachelors ,Management,1,2
1645.8636,00:00.0,00:00.0,M,25001-50000,F,0,Bachelors ,Clerical,1,0
16.01,00:00.0,00:00.0,M,75001-100000,M,4,High School,Professional,1,2
31.68,00:00.0,00:00.0,M,greater than 100000,F,5,Graduate Degree,Professional,1,4
2329.32,00:00.0,00:00.0,S,0-25000,F,3,High School,Manual,1,0
58.51,00:00.0,00:00.0,S,greater than 100000,F,2,Graduate Degree,Management,0,2
22.03,00:00.0,00:00.0,M,0-25000,F,1,Bachelors ,Clerical,1,0
1673.97,00:00.0,00:00.0,M,50001-75000,M,3,Graduate Degree,Management,1,2
2304.99,00:00.0,00:00.0,M,75001-100000,F,3,High School,Professional,1,2
50,00:00.0,00:00.0,M,0-25000,F,0,Partial High School,Manual,1,2
4.99,00:00.0,00:00.0,S,75001-100000,M,4,High School,Professional,0,2
91.02,00:00.0,00:00.0,M,75001-100000,M,2,Partial High School,Skilled Manual,1,2
30.01,00:00.0,00:00.0,S,50001-75000,F,0,Graduate Degree,Skilled Manual,1,0
515.5,00:00.0,00:00.0,M,50001-75000,M,2,Partial High School,Skilled Manual,1,2
22.7,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,1
1085.4975,00:00.0,00:00.0,M,25001-50000,F,2,Bachelors ,Management,1,2
24.32,00:00.0,00:00.0,M,50001-75000,M,5,Partial College,Skilled Manual,1,3
721.34,00:00.0,00:00.0,S,0-25000,F,0,Partial High School,Manual,0,2
0.01,00:00.0,00:00.0,S,50001-75000,M,4,High School,Professional,1,0
2.7,00:00.0,00:00.0,S,50001-75000,M,2,Partial High School,Skilled Manual,1,2
49.99,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Clerical,1,0
501.95,00:00.0,00:00.0,S,75001-100000,M,3,Graduate Degree,Management,1,1
2294.99,00:00.0,00:00.0,M,75001-100000,M,0,Partial College,Professional,0,2
4.99,00:00.0,00:00.0,M,50001-75000,F,2,Partial College,Professional,1,2
1105.49,00:00.0,00:00.0,S,0-25000,M,0,Graduate Degree,Manual,1,0
80.98,00:00.0,00:00.0,M,25001-50000,M,1,Partial College,Clerical,1,1
27.7,00:00.0,00:00.0,S,0-25000,M,0,Partial College,Manual,1,1
41.69,00:00.0,00:00.0,M,greater than 100000,M,0,Graduate Degree,Management,1,0
19.5,00:00.0,00:00.0,M,0-25000,M,0,High School,Manual,0,1
2.7,00:00.0,00:00.0,M,50001-75000,F,2,High School,Professional,0,2
2349.08,00:00.0,00:00.0,M,25001-50000,F,4,Partial College,Professional,0,2
31,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,2
22.7,00:00.0,00:00.0,S,50001-75000,F,3,Bachelors ,Management,0,2
21.49,00:00.0,00:00.0,M,0-25000,M,1,Bachelors ,Manual,0,0
30.31,00:00.0,00:00.0,M,50001-75000,F,3,High School,Professional,1,2
139.07,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,0,2
2344.06,00:00.0,00:00.0,S,25001-50000,M,0,High School,Manual,0,1
182.05,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,0,4
23.52,00:00.0,00:00.0,M,greater than 100000,F,3,Partial College,Professional,1,4
25,00:00.0,00:00.0,S,greater than 100000,M,0,Graduate Degree,Management,0,2
20,00:00.0,00:00.0,M,greater than 100000,M,4,High School,Management,1,4
27.7,00:00.0,00:00.0,M,50001-75000,M,3,Bachelors ,Professional,1,1
1666,00:00.0,00:00.0,M,25001-50000,M,2,Bachelors ,Management,1,2
2422.3375,00:00.0,00:00.0,S,50001-75000,M,2,Partial College,Skilled Manual,1,2
735.545,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Skilled Manual,0,2
2339.6818,00:00.0,00:00.0,M,25001-50000,M,0,Graduate Degree,Skilled Manual,1,0
4744.0404,00:00.0,00:00.0,M,greater than 100000,M,0,Partial High School,Professional,1,4
729.535,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,0,2
1149.9925,00:00.0,00:00.0,M,50001-75000,M,2,Bachelors ,Professional,0,1
1324.0792,00:00.0,00:00.0,S,50001-75000,F,0,Graduate Degree,Professional,1,1
37.7,00:00.0,00:00.0,S,25001-50000,F,2,Bachelors ,Skilled Manual,1,0
2306.9818,00:00.0,00:00.0,M,0-25000,M,1,High School,Manual,1,1
1558.98,00:00.0,00:00.0,M,greater than 100000,M,3,Partial College,Professional,1,3
13,00:00.0,00:00.0,S,0-25000,M,1,Bachelors ,Manual,1,0
4.99,00:00.0,00:00.0,S,50001-75000,F,4,Bachelors ,Management,1,2
2294.9925,00:00.0,00:00.0,M,75001-100000,F,5,Partial College,Professional,1,3
699.0964,00:00.0,00:00.0,S,25001-50000,F,5,Bachelors ,Skilled Manual,1,3
501.97,00:00.0,00:00.0,M,25001-50000,M,0,Bachelors ,Clerical,1,0
1116.49,00:00.0,00:00.0,M,25001-50000,M,2,Bachelors ,Skilled Manual,1,0
4.99,00:00.0,00:00.0,M,50001-75000,F,2,Graduate Degree,Professional,0,0
1094.49,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,1
32.01,00:00.0,00:00.0,M,75001-100000,F,4,Bachelors ,Management,1,1
589.31,00:00.0,00:00.0,S,75001-100000,F,3,Bachelors ,Skilled Manual,1,2
1130.99,00:00.0,00:00.0,M,50001-75000,F,1,Bachelors ,Professional,1,1
32.69,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,1,2
2464.9418,00:00.0,00:00.0,M,25001-50000,M,1,Graduate Degree,Clerical,1,0
2298.97,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,2
25.48,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,2
1877.28,00:00.0,00:00.0,M,75001-100000,F,0,Bachelors ,Management,1,1
1085.5,00:00.0,00:00.0,S,25001-50000,M,0,High School,Manual,0,1
2299.9925,00:00.0,00:00.0,M,75001-100000,F,5,Partial College,Professional,1,3
23.19,00:00.0,00:00.0,S,50001-75000,M,2,Partial College,Professional,1,1
707.36,00:00.0,00:00.0,M,0-25000,M,2,Partial College,Manual,0,1
39.04,00:00.0,00:00.0,M,greater than 100000,M,2,Partial College,Professional,1,2
2271.47,00:00.0,00:00.0,S,25001-50000,M,0,Graduate Degree,Clerical,1,0
9.0882,00:00.0,00:00.0,S,75001-100000,M,2,High School,Skilled Manual,0,2
69.99,00:00.0,00:00.0,M,25001-50000,F,0,Partial College,Skilled Manual,1,2
30,00:00.0,00:00.0,M,25001-50000,M,5,High School,Skilled Manual,1,2
5.01,00:00.0,00:00.0,S,25001-50000,F,4,Partial College,Professional,1,2
89.96,00:00.0,00:00.0,M,75001-100000,F,4,Graduate Degree,Management,1,1
58.51,00:00.0,00:00.0,M,0-25000,M,3,Partial College,Manual,1,1
2275.69,00:00.0,00:00.0,M,greater than 100000,M,2,Partial High School,Professional,1,4
1.01,00:00.0,00:00.0,S,0-25000,M,1,Bachelors ,Manual,0,0
2294.97,00:00.0,00:00.0,M,greater than 100000,M,4,Bachelors ,Management,1,4
2281.98,00:00.0,00:00.0,S,75001-100000,F,4,Partial College,Professional,1,3
27.7,00:00.0,00:00.0,S,greater than 100000,F,2,Bachelors ,Management,0,4
5,00:00.0,00:00.0,M,50001-75000,F,2,Bachelors ,Management,1,0
47.98,00:00.0,00:00.0,M,greater than 100000,F,2,Bachelors ,Management,1,4
19.2,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,2
168.2,00:00.0,00:00.0,M,75001-100000,F,4,Partial College,Professional,0,1
692.36,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Skilled Manual,1,2
557.49,00:00.0,00:00.0,S,25001-50000,M,3,Partial High School,Clerical,0,2
511,00:00.0,00:00.0,M,25001-50000,M,1,Partial College,Clerical,1,1
15.49,00:00.0,00:00.0,M,50001-75000,F,0,Bachelors ,Professional,0,2
69.99,00:00.0,00:00.0,S,50001-75000,F,4,Bachelors ,Management,1,2
1651,00:00.0,00:00.0,M,50001-75000,F,2,High School,Professional,0,2
13.01,00:00.0,00:00.0,M,75001-100000,F,4,Bachelors ,Management,1,1
20,00:00.0,00:00.0,M,50001-75000,M,0,Bachelors ,Professional,1,4
4699.0275,00:00.0,00:00.0,M,greater than 100000,M,4,High School,Management,1,2
4.99,00:00.0,00:00.0,M,greater than 100000,F,1,Graduate Degree,Management,1,4
69.99,00:00.0,00:00.0,S,25001-50000,F,0,High School,Skilled Manual,1,2
50,00:00.0,00:00.0,S,0-25000,M,1,Graduate Degree,Clerical,1,0
31,00:00.0,00:00.0,S,0-25000,M,5,High School,Skilled Manual,0,2
5,00:00.0,00:00.0,M,50001-75000,M,0,Bachelors ,Professional,0,1
1674.9875,00:00.0,00:00.0,M,25001-50000,M,5,Graduate Degree,Clerical,1,0
2269.99,00:00.0,00:00.0,M,50001-75000,F,3,High School,Professional,1,1
15.02,00:00.0,00:00.0,S,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
699.5,00:00.0,00:00.0,S,25001-50000,F,4,Bachelors ,Skilled Manual,0,2
2.7,00:00.0,00:00.0,M,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
2320.99,00:00.0,00:00.0,M,greater than 100000,M,4,Partial College,Professional,0,2
2447.35,00:00.0,00:00.0,M,75001-100000,M,1,Graduate Degree,Management,1,0
4644.0704,00:00.0,00:00.0,M,greater than 100000,M,4,Bachelors ,Management,1,4
21,00:00.0,00:00.0,M,0-25000,M,2,High School,Skilled Manual,1,2
21.98,00:00.0,00:00.0,S,50001-75000,M,2,Bachelors ,Skilled Manual,0,1
1567.34,00:00.0,00:00.0,M,25001-50000,F,3,Bachelors ,Clerical,1,0
20.99,00:00.0,00:00.0,M,50001-75000,F,3,Graduate Degree,Professional,1,0
551.9775,00:00.0,00:00.0,M,0-25000,M,2,Partial College,Manual,1,1
29.99,00:00.0,00:00.0,M,greater than 100000,M,4,High School,Management,1,3
1611.595,00:00.0,00:00.0,S,25001-50000,M,0,High School,Manual,0,1
1194.2,00:00.0,00:00.0,S,50001-75000,F,0,Partial College,Skilled Manual,1,2
539.99,00:00.0,00:00.0,M,50001-75000,M,1,Bachelors ,Professional,1,1
2174.99,00:00.0,00:00.0,M,75001-100000,F,4,Partial College,Professional,1,1
565.99,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Professional,1,0
40.48,00:00.0,00:00.0,M,50001-75000,M,5,Graduate Degree,Professional,0,2
531,00:00.0,00:00.0,S,25001-50000,F,0,Bachelors ,Professional,0,1
113.425,00:00.0,00:00.0,S,75001-100000,F,4,Bachelors ,Management,1,0
2821.94,00:00.0,00:00.0,S,75001-100000,M,4,Graduate Degree,Professional,0,0
3538.84,00:00.0,00:00.0,S,25001-50000,F,3,Graduate Degree,Clerical,1,0
539.99,00:00.0,00:00.0,M,greater than 100000,M,3,Bachelors ,Management,1,4
20,00:00.0,00:00.0,M,25001-50000,F,0,Partial College,Skilled Manual,1,2
10.01,00:00.0,00:00.0,M,25001-50000,M,0,Partial College,Clerical,0,1
511.98,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
5,00:00.0,00:00.0,S,25001-50000,F,1,High School,Clerical,0,2
30,00:00.0,00:00.0,M,50001-75000,F,0,Graduate Degree,Professional,1,0
2375.08,00:00.0,00:00.0,S,50001-75000,F,1,Graduate Degree,Professional,0,0
2181.565,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,2
114.98,00:00.0,00:00.0,S,75001-100000,F,4,Partial College,Professional,0,2
539.99,00:00.0,00:00.0,M,25001-50000,M,2,Bachelors ,Management,1,2
1243.29,00:00.0,00:00.0,S,75001-100000,M,0,Bachelors ,Professional,0,2
1620.085,00:00.0,00:00.0,S,25001-50000,M,3,High School,Skilled Manual,1,2
